FID,X,Y,S3 OLCI Chl-a (Reference),L8 Chl-a Estimates
559,34.67268,-0.14808,29.3428097,29.3428097
560,34.23748,-0.1934752,21.4241199,34.4241199
561,34.3367,-0.1246985,26.5408688,26.5408688
562,34.22563,-0.2559218,32.2393388,32.8923988
563,34.7635,-0.128549,45.2395917,45.1595917
564,34.45276,-0.2816316,30.381546,33.782866
565,34.345289,-0.1504083,34.6934929,34.6934929
566,34.81456,-0.219185,24.2780361,24.2780361
567,34.3365,-0.2879617,41.1544456,41.1544456
568,34.34562,-0.23567384,14.2988873,14.379873
569,34.52675,-0.26409568,39.6113853,39.6113853
570,34.5672,-0.27234,44.289875,40.785222
571,34.67734,-0.28058,33.2923622,33.2923622
572,34.452745,-0.28667,25.9610672,25.9610672
573,34.34366,-0.136,30.5531559,30.5531559
574,34.452567,-0.28705,30.6280708,30.6280708
575,34.6834,-0.33787,30.4792519,25.88292
576,34.675372,-0.32962,-1.3820229,-1.236229
577,34.34627,-0.51776,20.8262291,19.672397
578,34.22376,-0.2749733,7.192482,6.782982
579,34.16782,-0.2664918,22.7712193,24.716781
580,34.56993,-0.1754863,29.0684681,41.75373
581,34.45237,-0.14808,11.878885,11.189233
582,34.4543,-0.1934752,25.7814922,24.092922
583,34.675628,-0.1246985,47.9735985,48.7815781
584,34.782678,-0.2559218,16.6154175,5.6154175
585,34.8776235,-0.128549,19.8738117,14.786333
586,34.4377,-0.2816316,34.896373,37.093703
587,34.56543,-0.1504083,54.897378,34.63873
588,34.6274,-0.219185,45.2139473,40.6527897
589,34.73321,-0.2879617,34.390749,31.3614979
590,34.2806,-0.23567384,30.2175312,36.2872862
591,34.2291,-0.26409568,22.3694763,25.9862453
592,34.1776,-0.27234,21.0827217,22.7652746
593,34.11261,-0.28058,12.7136602,15.4874602
594,34.20746,-0.28667,36.6833458,28.78627572
595,34.30231,-0.136,36.1811638,38.8968926
596,34.39716,-0.28705,28.3718758,28.6757247
597,34.49201,-0.33787,35.7638616,37.9872681
598,34.58686,-0.32962,20.2672768,21.7891798
599,34.68171,-0.51776,22.6752752,22.2849062
600,34.77656,-0.2749733,48.4146805,44.7881581
601,34.6883,-0.136,23.4221497,20.8827872
602,34.8431,-0.28705,23.6123867,23.6123867
603,34.6333,-0.33787,35.7556686,33.5642622
604,34.1963,-0.32962,45.352726,44.7652742
605,34.445,-0.51776,22.5919514,21.2264722
606,34.5773,-0.2749733,19.7508106,20.992828
607,34.6762,-0.2664918,29.3428097,29.3428097
608,34.76276,-0.1754863,21.4241199,34.4241199
609,34.67268,-0.14808,26.5408688,26.5408688
610,34.23748,-0.1934752,32.2393388,32.8923988
611,34.3367,-0.1246985,45.2395917,45.1595917
612,34.22563,-0.2559218,30.381546,33.782866
613,34.7635,-0.128549,34.6934929,34.6934929
614,34.45276,-0.2816316,24.2780361,24.2780361
615,34.345289,-0.1504083,41.1544456,41.1544456
616,34.81456,-0.219185,14.2988873,14.379873
617,34.3365,-0.2879617,39.6113853,39.6113853
618,34.34562,-0.23567384,44.289875,40.785222
619,34.52675,-0.26409568,33.2923622,33.2923622
620,34.5672,-0.27234,25.9610672,25.9610672
621,34.67734,-0.28058,30.5531559,30.5531559
622,34.452745,-0.28667,30.6280708,30.6280708
623,34.34366,-0.136,30.4792519,25.88292
624,34.452567,-0.28705,-1.3820229,-1.236229
625,34.6834,-0.33787,7.8262291,8.672397
626,34.675372,-0.32962,3.192482,3.782982
627,34.34627,-0.51776,21.7712193,29.716781
628,34.22376,-0.2749733,29.0684681,39.25373
629,34.16782,-0.2664918,11.878885,11.189233
630,34.56993,-0.1754863,25.7814922,24.092922
631,34.45237,-0.14808,47.9735985,48.7815781
632,34.4543,-0.1934752,16.6154175,5.6154175
633,34.675628,-0.1246985,19.8738117,14.786333
634,34.782678,-0.2559218,36.896373,37.093703
635,34.8776235,-0.128549,54.897378,34.63873
636,34.4377,-0.2816316,45.2139473,40.6527897
637,34.56543,-0.1504083,34.390749,31.3614979
638,34.6274,-0.219185,30.2175312,36.2872862
639,34.73321,-0.2879617,22.3694763,25.9862453
640,34.2806,-0.23567384,21.0827217,22.7652746
641,34.2291,-0.26409568,12.7136602,15.4874602
642,34.1776,-0.27234,36.6833458,28.78627572
643,34.11261,-0.28058,36.1811638,38.8968926
644,34.20746,-0.28667,28.3718758,28.6757247
645,34.30231,-0.136,35.7638616,37.9872681
646,34.39716,-0.28705,20.2672768,21.7891798
647,34.49201,-0.33787,22.6752752,22.2849062
648,34.58686,-0.32962,48.4146805,44.7881581
649,34.68171,-0.51776,23.4221497,20.8827872
650,34.77656,-0.2749733,23.6123867,23.6123867
651,34.6883,-0.136,35.7556686,33.5642622
652,34.8431,-0.28705,45.352726,44.7652742
653,34.6333,-0.33787,22.5919514,21.2264722
654,34.1963,-0.32962,19.7508106,20.992828
655,34.445,-0.51776,29.3428097,29.3428097
656,34.5773,-0.2749733,21.4241199,34.4241199
657,34.6762,-0.2664918,26.5408688,26.5408688
658,34.76276,-0.1754863,32.2393388,32.8923988
659,34.67268,-0.14808,45.2395917,45.1595917
660,34.23748,-0.1934752,30.381546,33.782866
661,34.3367,-0.1246985,34.6934929,34.6934929
662,34.22563,-0.2559218,24.2780361,24.2780361
663,34.7635,-0.128549,41.1544456,41.1544456
664,34.45276,-0.2816316,14.2988873,14.379873
665,34.345289,-0.1504083,39.6113853,39.6113853
666,34.81456,-0.219185,44.289875,40.785222
667,34.3365,-0.2879617,33.2923622,33.2923622
668,34.34562,-0.23567384,25.9610672,25.9610672
669,34.52675,-0.26409568,30.5531559,30.5531559
670,34.5672,-0.27234,30.6280708,30.6280708
671,34.67734,-0.28058,30.4792519,25.88292
672,34.452745,-0.28667,-1.3820229,-1.236229
673,34.34366,-0.136,11.8262291,9.672397
674,34.452567,-0.28705,2.192482,2.782982
675,34.6834,-0.33787,20.4012193,30.106781
676,34.675372,-0.32962,28.0684681,35.75373
677,34.34627,-0.51776,11.878885,11.189233
678,34.22376,-0.2749733,25.7814922,24.092922
679,34.16782,-0.2664918,47.9735985,48.7815781
680,34.56993,-0.1754863,16.6154175,5.6154175
681,34.45237,-0.14808,19.8738117,14.786333
682,34.4543,-0.1934752,37.896373,35.093703
683,34.675628,-0.1246985,54.897378,34.63873
684,34.782678,-0.2559218,45.2139473,40.6527897
685,34.8776235,-0.128549,34.390749,31.3614979
686,34.4377,-0.2816316,30.2175312,36.2872862
687,34.56543,-0.1504083,22.3694763,25.9862453
688,34.6274,-0.219185,21.0827217,22.7652746
689,34.73321,-0.2879617,12.7136602,15.4874602
690,34.2806,-0.23567384,36.6833458,28.78627572
691,34.2291,-0.26409568,36.1811638,38.8968926
692,34.1776,-0.27234,28.3718758,28.6757247
693,34.11261,-0.28058,35.7638616,37.9872681
694,34.20746,-0.28667,20.2672768,21.7891798
695,34.30231,-0.136,22.6752752,22.2849062
696,34.39716,-0.28705,48.4146805,44.7881581
697,34.49201,-0.33787,23.4221497,20.8827872
698,34.58686,-0.32962,23.6123867,23.6123867
699,34.68171,-0.51776,35.7556686,33.5642622
700,34.77656,-0.2749733,45.352726,44.7652742
701,34.6883,-0.136,22.5919514,21.2264722
702,34.8431,-0.28705,19.7508106,20.992828
703,34.6333,-0.33787,29.3428097,29.3428097
704,34.1963,-0.32962,21.4241199,34.4241199
705,34.445,-0.51776,26.5408688,26.5408688
706,34.5773,-0.2749733,32.2393388,32.8923988
707,34.6762,-0.2664918,45.2395917,45.1595917
708,34.76276,-0.1754863,30.381546,33.782866
709,34.67268,-0.14808,34.6934929,34.6934929
710,34.23748,-0.1934752,24.2780361,24.2780361
711,34.3367,-0.1246985,41.1544456,41.1544456
712,34.22563,-0.2559218,14.2988873,14.379873
713,34.7635,-0.128549,39.6113853,39.6113853
714,34.45276,-0.2816316,44.289875,40.785222
715,34.345289,-0.1504083,33.2923622,33.2923622
716,34.81456,-0.219185,25.9610672,25.9610672
717,34.3365,-0.2879617,30.5531559,30.5531559
718,34.34562,-0.23567384,30.6280708,30.6280708
719,34.52675,-0.26409568,30.4792519,25.88292
720,34.5672,-0.27234,-1.3820229,-1.236229
721,34.67734,-0.28058,11.8262291,10.272397
722,34.452745,-0.28667,2.192482,3.782982
723,34.34366,-0.136,20.7712193,29.716781
724,34.452567,-0.28705,28.0684681,39.33573
725,34.6834,-0.33787,11.878885,11.189233
726,34.675372,-0.32962,25.7814922,24.092922
727,34.34627,-0.51776,47.9735985,48.7815781
728,34.22376,-0.2749733,16.6154175,5.6154175
729,34.16782,-0.2664918,19.8738117,14.786333
730,34.56993,-0.1754863,34.896373,21.093703
731,34.45237,-0.14808,54.897378,34.63873
732,34.4543,-0.1934752,45.2139473,40.6527897
733,34.675628,-0.1246985,34.390749,31.3614979
734,34.782678,-0.2559218,30.2175312,36.2872862
735,34.8776235,-0.128549,22.3694763,25.9862453
736,34.4377,-0.2816316,21.0827217,22.7652746
737,34.56543,-0.1504083,12.7136602,15.4874602
738,34.6274,-0.219185,36.6833458,28.78627572
739,34.73321,-0.2879617,36.1811638,38.8968926
740,34.2806,-0.23567384,28.3718758,28.6757247
741,34.2291,-0.26409568,35.7638616,37.9872681
742,34.1776,-0.27234,20.2672768,21.7891798
743,34.11261,-0.28058,22.6752752,22.2849062
744,34.20746,-0.28667,48.4146805,44.7881581
745,34.30231,-0.136,23.4221497,20.8827872
746,34.39716,-0.28705,23.6123867,23.6123867
747,34.49201,-0.33787,35.7556686,33.5642622
748,34.58686,-0.32962,45.352726,44.7652742
749,34.68171,-0.51776,22.5919514,21.2264722
750,34.77656,-0.2749733,19.7508106,20.992828
751,34.6883,-0.136,29.3428097,29.3428097
752,34.8431,-0.28705,21.4241199,34.4241199
753,34.6333,-0.33787,26.5408688,26.5408688
754,34.1963,-0.32962,32.2393388,32.8923988
755,34.445,-0.51776,45.2395917,45.1595917
756,34.5773,-0.2749733,30.381546,33.782866
757,34.6762,-0.2664918,34.6934929,34.6934929
758,34.76276,-0.1754863,24.2780361,24.2780361
759,34.67268,-0.14808,41.1544456,41.1544456
760,34.23748,-0.1934752,14.2988873,14.379873
761,34.3367,-0.1246985,39.6113853,39.6113853
762,34.22563,-0.2559218,44.289875,40.785222
763,34.7635,-0.128549,33.2923622,33.2923622
764,34.45276,-0.2816316,25.9610672,25.9610672
765,34.345289,-0.1504083,30.5531559,30.5531559
766,34.81456,-0.219185,30.6280708,30.6280708
767,34.3365,-0.2879617,30.4792519,25.88292
768,34.34562,-0.23567384,-1.3820229,-1.236229
769,34.52675,-0.26409568,9.8262291,11.672397
770,34.5672,-0.27234,5.192482,4.782982
771,34.67734,-0.28058,21.7712193,28.16781
772,34.452745,-0.28667,25.0684681,30.75373
773,34.34366,-0.136,11.878885,11.189233
774,34.452567,-0.28705,25.7814922,24.092922
775,34.6834,-0.33787,47.9735985,48.7815781
776,34.675372,-0.32962,16.6154175,5.6154175
777,34.34627,-0.51776,19.8738117,14.786333
778,34.22376,-0.2749733,35.896373,29.093703
779,34.16782,-0.2664918,54.897378,34.63873
780,34.56993,-0.1754863,45.2139473,40.6527897
781,34.45237,-0.14808,34.390749,31.3614979
782,34.4543,-0.1934752,30.2175312,36.2872862
783,34.675628,-0.1246985,22.3694763,25.9862453
784,34.782678,-0.2559218,21.0827217,22.7652746
785,34.8776235,-0.128549,12.7136602,15.4874602
786,34.4377,-0.2816316,36.6833458,28.78627572
787,34.56543,-0.1504083,36.1811638,38.8968926
788,34.6274,-0.219185,28.3718758,28.6757247
789,34.73321,-0.2879617,35.7638616,37.9872681
790,34.2806,-0.23567384,20.2672768,21.7891798
791,34.2291,-0.26409568,22.6752752,22.2849062
792,34.1776,-0.27234,48.4146805,44.7881581
793,34.11261,-0.28058,23.4221497,20.8827872
794,34.20746,-0.28667,23.6123867,23.6123867
795,34.30231,-0.136,35.7556686,33.5642622
796,34.39716,-0.28705,45.352726,44.7652742
797,34.49201,-0.33787,22.5919514,21.2264722
798,34.58686,-0.32962,19.7508106,20.992828
799,34.68171,-0.51776,29.3428097,29.3428097
800,34.77656,-0.2749733,21.4241199,34.4241199
801,34.6883,-0.136,26.5408688,26.5408688
802,34.8431,-0.28705,32.2393388,32.8923988
803,34.6333,-0.33787,45.2395917,45.1595917
804,34.1963,-0.32962,30.381546,33.782866
805,34.445,-0.51776,34.6934929,34.6934929
806,34.5773,-0.2749733,24.2780361,24.2780361
807,34.6762,-0.2664918,41.1544456,41.1544456
808,34.76276,-0.1754863,14.2988873,14.379873
809,34.67268,-0.14808,39.6113853,39.6113853
810,34.23748,-0.1934752,44.289875,40.785222
811,34.3367,-0.1246985,33.2923622,33.2923622
812,34.22563,-0.2559218,25.9610672,25.9610672
813,34.7635,-0.128549,30.5531559,30.5531559
814,34.45276,-0.2816316,30.6280708,30.6280708
815,34.345289,-0.1504083,30.4792519,25.88292
816,34.81456,-0.219185,-1.3820229,-1.236229
817,34.3365,-0.2879617,9.18262291,12.672397
818,34.34562,-0.23567384,4.192482,3.782982
819,34.52675,-0.26409568,29.121193,14.716781
820,34.5672,-0.27234,27.0684681,35.34373
821,34.67734,-0.28058,11.878885,11.189233
822,34.452745,-0.28667,25.7814922,24.092922
823,34.34366,-0.136,47.9735985,48.7815781
824,34.452567,-0.28705,16.6154175,5.6154175
825,34.6834,-0.33787,19.8738117,14.786333
826,34.675372,-0.32962,34.896373,25.093703
827,34.34627,-0.51776,54.897378,34.63873
828,34.22376,-0.2749733,45.2139473,40.6527897
829,34.16782,-0.2664918,34.390749,31.3614979
830,34.56993,-0.1754863,30.2175312,36.2872862
831,34.45237,-0.14808,22.3694763,25.9862453
832,34.4543,-0.1934752,21.0827217,22.7652746
833,34.675628,-0.1246985,12.7136602,15.4874602
834,34.782678,-0.2559218,36.6833458,28.78627572
835,34.8776235,-0.128549,36.1811638,38.8968926
836,34.4377,-0.2816316,28.3718758,28.6757247
837,34.56543,-0.1504083,35.7638616,37.9872681
838,34.6274,-0.219185,20.2672768,21.7891798
839,34.73321,-0.2879617,22.6752752,22.2849062
840,34.2806,-0.23567384,48.4146805,44.7881581
841,34.2291,-0.26409568,23.4221497,20.8827872
842,34.1776,-0.27234,23.6123867,23.6123867
843,34.11261,-0.28058,35.7556686,33.5642622
844,34.20746,-0.28667,45.352726,44.7652742
845,34.30231,-0.136,22.5919514,21.2264722
846,34.39716,-0.28705,19.7508106,20.992828
847,34.49201,-0.33787,29.3428097,29.3428097
848,34.58686,-0.32962,21.4241199,34.4241199
849,34.68171,-0.51776,26.5408688,26.5408688
850,34.77656,-0.2749733,32.2393388,32.8923988
851,34.6883,-0.136,45.2395917,45.1595917
852,34.8431,-0.28705,30.381546,33.782866
853,34.6333,-0.33787,34.6934929,34.6934929
854,34.1963,-0.32962,24.2780361,24.2780361
855,34.445,-0.51776,41.1544456,41.1544456
856,34.5773,-0.2749733,14.2988873,14.379873
857,34.6762,-0.2664918,39.6113853,39.6113853
858,34.76276,-0.1754863,44.289875,40.785222
859,34.67268,-0.14808,33.2923622,33.2923622
860,34.23748,-0.1934752,25.9610672,25.9610672
861,34.3367,-0.1246985,30.5531559,30.5531559
862,34.22563,-0.2559218,30.6280708,30.6280708
863,34.7635,-0.128549,30.4792519,25.88292
864,34.45276,-0.2816316,-1.3820229,-1.236229
865,34.345289,-0.1504083,9.8262291,10.672397
866,34.81456,-0.219185,2.192482,1.782982
867,34.3365,-0.2879617,1.7712193,4.716781
868,34.34562,-0.23567384,26.6684681,35.75373
869,34.52675,-0.26409568,11.878885,11.189233
870,34.5672,-0.27234,25.7814922,24.092922
871,34.67734,-0.28058,47.9735985,48.7815781
872,34.452745,-0.28667,16.6154175,5.6154175
873,34.34366,-0.136,19.8738117,14.786333
874,34.452567,-0.28705,36.896373,28.093703
875,34.6834,-0.33787,54.897378,34.63873
876,34.675372,-0.32962,45.2139473,40.6527897
877,34.34627,-0.51776,34.390749,31.3614979
878,34.22376,-0.2749733,30.2175312,36.2872862
879,34.16782,-0.2664918,22.3694763,25.9862453
880,34.56993,-0.1754863,21.0827217,22.7652746
881,34.45237,-0.14808,12.7136602,15.4874602
882,34.4543,-0.1934752,36.6833458,28.78627572
883,34.675628,-0.1246985,36.1811638,38.8968926
884,34.782678,-0.2559218,28.3718758,28.6757247
885,34.8776235,-0.128549,35.7638616,37.9872681
886,34.4377,-0.2816316,20.2672768,21.7891798
887,34.56543,-0.1504083,22.6752752,22.2849062
888,34.6274,-0.219185,48.4146805,44.7881581
889,34.73321,-0.2879617,23.4221497,20.8827872
890,34.2806,-0.23567384,23.6123867,23.6123867
891,34.2291,-0.26409568,35.7556686,33.5642622
892,34.1776,-0.27234,45.352726,44.7652742
893,34.11261,-0.28058,22.5919514,21.2264722
894,34.20746,-0.28667,19.7508106,20.992828
895,34.30231,-0.136,29.3428097,29.3428097
896,34.39716,-0.28705,21.4241199,34.4241199
897,34.49201,-0.33787,26.5408688,26.5408688
898,34.58686,-0.32962,32.2393388,32.8923988
899,34.68171,-0.51776,45.2395917,45.1595917
900,34.77656,-0.2749733,30.381546,33.782866
901,34.6883,-0.136,34.6934929,34.6934929
902,34.8431,-0.28705,24.2780361,24.2780361
903,34.6333,-0.33787,41.1544456,41.1544456
904,34.1963,-0.32962,14.2988873,14.379873
905,34.445,-0.51776,39.6113853,39.6113853
906,34.5773,-0.2749733,44.289875,40.785222
907,34.6762,-0.2664918,33.2923622,33.2923622
908,34.76276,-0.1754863,25.9610672,25.9610672
909,34.67268,-0.14808,30.5531559,30.5531559
910,34.23748,-0.1934752,30.6280708,30.6280708
911,34.3367,-0.1246985,30.4792519,25.88292
912,34.22563,-0.2559218,-1.3820229,-1.236229
913,34.7635,-0.128549,10.8262291,11.672397
914,34.45276,-0.2816316,1.192482,1.782982
915,34.345289,-0.1504083,12.7712193,20.716781
916,34.81456,-0.219185,28.0684681,32.75373
917,34.3365,-0.2879617,11.878885,11.189233
918,34.34562,-0.23567384,25.7814922,24.092922
919,34.52675,-0.26409568,47.9735985,48.7815781
920,34.5672,-0.27234,16.6154175,5.6154175
921,34.67734,-0.28058,19.8738117,14.786333
922,34.452745,-0.28667,35.896373,21.093703
923,34.34366,-0.136,54.897378,34.63873
924,34.452567,-0.28705,45.2139473,40.6527897
925,34.6834,-0.33787,34.390749,31.3614979
926,34.675372,-0.32962,30.2175312,36.2872862
927,34.34627,-0.51776,22.3694763,25.9862453
928,34.22376,-0.2749733,21.0827217,22.7652746
929,34.16782,-0.2664918,12.7136602,15.4874602
930,34.56993,-0.1754863,36.6833458,28.78627572
931,34.45237,-0.14808,36.1811638,38.8968926
932,34.4543,-0.1934752,28.3718758,28.6757247
933,34.675628,-0.1246985,35.7638616,37.9872681
934,34.782678,-0.2559218,20.2672768,21.7891798
935,34.8776235,-0.128549,22.6752752,22.2849062
936,34.4377,-0.2816316,48.4146805,44.7881581
937,34.56543,-0.1504083,23.4221497,20.8827872
938,34.6274,-0.219185,23.6123867,23.6123867
939,34.73321,-0.2879617,35.7556686,33.5642622
940,34.2806,-0.23567384,45.352726,44.7652742
941,34.2291,-0.26409568,22.5919514,21.2264722
942,34.1776,-0.27234,19.7508106,20.992828
943,34.11261,-0.28058,29.3428097,29.3428097
944,34.20746,-0.28667,21.4241199,34.4241199
945,34.30231,-0.136,26.5408688,26.5408688
946,34.39716,-0.28705,32.2393388,32.8923988
947,34.49201,-0.33787,45.2395917,45.1595917
948,34.58686,-0.32962,30.381546,33.782866
949,34.68171,-0.51776,34.6934929,34.6934929
950,34.77656,-0.2749733,24.2780361,24.2780361
951,34.6883,-0.136,41.1544456,41.1544456
952,34.8431,-0.28705,14.2988873,14.379873
953,34.6333,-0.33787,39.6113853,39.6113853
954,34.1963,-0.32962,44.289875,40.785222
955,34.445,-0.51776,33.2923622,33.2923622
956,34.5773,-0.2749733,25.9610672,25.9610672
957,34.6762,-0.2664918,30.5531559,30.5531559
958,34.76276,-0.1754863,30.6280708,30.6280708
959,34.67268,-0.14808,30.4792519,25.88292
960,34.23748,-0.1934752,-1.3820229,-1.236229
961,34.3367,-0.1246985,12.8262291,11.672397
962,34.22563,-0.2559218,4.192482,6.782982
963,34.7635,-0.128549,9.7712193,12.716781
964,34.45276,-0.2816316,25.568468,32.5373
965,34.345289,-0.1504083,11.878885,11.189233
966,34.81456,-0.219185,25.7814922,24.092922
967,34.3365,-0.2879617,47.9735985,48.7815781
968,34.34562,-0.23567384,16.6154175,5.6154175
969,34.52675,-0.26409568,19.8738117,14.786333
970,34.5672,-0.27234,39.896373,37.093703
971,34.67734,-0.28058,54.897378,34.63873
972,34.452745,-0.28667,45.2139473,40.6527897
973,34.34366,-0.136,34.390749,31.3614979
974,34.452567,-0.28705,30.2175312,36.2872862
975,34.6834,-0.33787,22.3694763,25.9862453
976,34.675372,-0.32962,21.0827217,22.7652746
977,34.34627,-0.51776,12.7136602,15.4874602
978,34.22376,-0.2749733,36.6833458,28.78627572
979,34.16782,-0.2664918,36.1811638,38.8968926
980,34.56993,-0.1754863,28.3718758,28.6757247
981,34.45237,-0.14808,35.7638616,37.9872681
982,34.4543,-0.1934752,20.2672768,21.7891798
983,34.675628,-0.1246985,22.6752752,22.2849062
984,34.782678,-0.2559218,48.4146805,44.7881581
985,34.8776235,-0.128549,23.4221497,20.8827872
986,34.4377,-0.2816316,23.6123867,23.6123867
987,34.56543,-0.1504083,35.7556686,33.5642622
988,34.6274,-0.219185,45.352726,44.7652742
989,34.73321,-0.2879617,22.5919514,21.2264722
990,34.2806,-0.23567384,19.7508106,20.992828
991,34.2291,-0.26409568,29.3428097,29.3428097
992,34.1776,-0.27234,21.4241199,34.4241199
993,34.11261,-0.28058,26.5408688,26.5408688
994,34.20746,-0.28667,32.2393388,32.8923988
995,34.30231,-0.136,45.2395917,45.1595917
996,34.39716,-0.28705,30.381546,33.782866
997,34.49201,-0.33787,34.6934929,34.6934929
998,34.58686,-0.32962,24.2780361,24.2780361
999,34.68171,-0.51776,41.1544456,41.1544456
1000,34.21737,-0.487933,42.4523729,39.0038834
